year,state,state_code,region,crime_category,cases_reported,cases_solved,solve_rate,financial_loss_lakhs,population
2023,Nagaland,NL,Northeast,Hacking,85,24,28.9,182.99,2189297
2023,Nagaland,NL,Northeast,Online Child Exploitation,10,2,25.1,6.72,2189297
2023,Nagaland,NL,Northeast,Cryptocurrency Fraud,41,11,27.0,1219.52,2189297
2024,Nagaland,NL,Northeast,Online Financial Fraud,49,12,25.9,2105.32,2189297
2024,Nagaland,NL,Northeast,Social Media Crimes,36,7,20.8,300.79,2189297
2024,Nagaland,NL,Northeast,Phishing/Vishing,22,7,31.9,170.3,2189297
2024,Nagaland,NL,Northeast,Ransomware Attacks,29,10,36.4,415.8,2189297
2024,Nagaland,NL,Northeast,Identity Theft,34,10,32.1,297.27,2189297
2024,Nagaland,NL,Northeast,Cyber Stalking/Bullying,25,6,28.0,242.07,2189297
2024,Nagaland,NL,Northeast,Data Breach,6,1,28.6,11.14,2189297
2024,Nagaland,NL,Northeast,Hacking,60,16,26.7,572.47,2189297
2024,Nagaland,NL,Northeast,Online Child Exploitation,98,24,24.6,857.2,2189297
2024,Nagaland,NL,Northeast,Cryptocurrency Fraud,57,23,41.4,1183.23,2189297
2025,Nagaland,NL,Northeast,Online Financial Fraud,16,5,34.4,101.1,2189297
2025,Nagaland,NL,Northeast,Social Media Crimes,81,27,33.5,432.57,2189297
2025,Nagaland,NL,Northeast,Phishing/Vishing,102,31,31.4,399.28,2189297
2025,Nagaland,NL,Northeast,Ransomware Attacks,35,6,17.4,479.51,2189297
2025,Nagaland,NL,Northeast,Identity Theft,9,3,43.5,39.44,2189297
2025,Nagaland,NL,Northeast,Cyber Stalking/Bullying,10,2,29.0,10.01,2189297
2025,Nagaland,NL,Northeast,Data Breach,50,8,16.1,365.66,2189297
2025,Nagaland,NL,Northeast,Hacking,2,0,31.1,10.67,2189297
2025,Nagaland,NL,Northeast,Online Child Exploitation,46,10,22.3,348.46,2189297
2025,Nagaland,NL,Northeast,Cryptocurrency Fraud,33,6,20.0,447.05,2189297
2018,Odisha,OD,East,Online Financial Fraud,368,107,29.1,9382.51,46356334
2018,Odisha,OD,East,Social Media Crimes,66,21,32.5,256.7,46356334
2018,Odisha,OD,East,Phishing/Vishing,116,23,19.9,613.1,46356334
2018,Odisha,OD,East,Ransomware Attacks,195,77,39.9,6801.71,46356334
2018,Odisha,OD,East,Identity Theft,617,155,25.2,5792.07,46356334
2018,Odisha,OD,East,Cyber Stalking/Bullying,368,155,42.4,915.88,46356334
2018,Odisha,OD,East,Data Breach,232,37,16.2,1749.84,46356334
2018,Odisha,OD,East,Hacking,143,56,39.8,1386.34,46356334
2018,Odisha,OD,East,Online Child Exploitation,780,325,41.7,4839.96,46356334
2018,Odisha,OD,East,Cryptocurrency Fraud,209,64,30.9,1306.85,46356334
2019,Odisha,OD,East,Online Financial Fraud,147,44,30.4,6957.67,46356334
2019,Odisha,OD,East,Social Media Crimes,525,86,16.4,2019.25,46356334
2019,Odisha,OD,East,Phishing/Vishing,996,405,40.7,4245.47,46356334
2019,Odisha,OD,East,Ransomware Attacks,133,27,21.0,3207.39,46356334
2019,Odisha,OD,East,Identity Theft,307,81,26.6,2823.31,46356334
2019,Odisha,OD,East,Cyber Stalking/Bullying,274,103,37.9,1451.82,46356334
2019,Odisha,OD,East,Data Breach,42,18,44.7,206.65,46356334
2019,Odisha,OD,East,Hacking,380,63,16.7,1136.81,46356334
2019,Odisha,OD,East,Online Child Exploitation,497,139,28.1,989.32,46356334
2019,Odisha,OD,East,Cryptocurrency Fraud,213,92,43.4,8415.25,46356334
2020,Odisha,OD,East,Online Financial Fraud,460,206,44.9,11208.1,46356334
2020,Odisha,OD,East,Social Media Crimes,317,78,24.6,2888.89,46356334
2020,Odisha,OD,East,Phishing/Vishing,294,60,20.7,1865.89,46356334
2020,Odisha,OD,East,Ransomware Attacks,349,94,27.2,2390.2,46356334
2020,Odisha,OD,East,Identity Theft,718,182,25.4,2168.12,46356334
2020,Odisha,OD,East,Cyber Stalking/Bullying,290,103,35.6,2758.92,46356334
2020,Odisha,OD,East,Data Breach,103,23,23.0,845.52,46356334
2020,Odisha,OD,East,Hacking,528,87,16.7,2963.21,46356334
2020,Odisha,OD,East,Online Child Exploitation,1116,191,17.1,10460.62,46356334
2020,Odisha,OD,East,Cryptocurrency Fraud,290,110,38.0,10036.25,46356334
2021,Odisha,OD,East,Online Financial Fraud,286,61,21.7,11474.66,46356334
2021,Odisha,OD,East,Social Media Crimes,541,113,21.0,681.99,46356334
2021,Odisha,OD,East,Phishing/Vishing,930,271,29.2,553.08,46356334
2021,Odisha,OD,East,Ransomware Attacks,635,111,17.5,26252.91,46356334
2021,Odisha,OD,East,Identity Theft,216,82,38.1,1985.86,46356334
2021,Odisha,OD,East,Cyber Stalking/Bullying,838,340,40.6,5857.76,46356334
2021,Odisha,OD,East,Data Breach,522,86,16.6,4143.15,46356334
2021,Odisha,OD,East,Hacking,897,362,40.4,7257.88,46356334
2021,Odisha,OD,East,Online Child Exploitation,1448,438,30.3,3927.8,46356334
2021,Odisha,OD,East,Cryptocurrency Fraud,405,163,40.4,15277.54,46356334
2022,Odisha,OD,East,Online Financial Fraud,315,94,30.1,3622.39,46356334
2022,Odisha,OD,East,Social Media Crimes,400,113,28.3,1469.6,46356334
2022,Odisha,OD,East,Phishing/Vishing,413,126,30.7,2504.31,46356334
2022,Odisha,OD,East,Ransomware Attacks,1470,224,15.3,57690.55,46356334
2022,Odisha,OD,East,Identity Theft,518,188,36.4,2061.5,46356334
2022,Odisha,OD,East,Cyber Stalking/Bullying,655,108,16.6,5025.07,46356334
2022,Odisha,OD,East,Data Breach,611,266,43.7,1699.46,46356334
2022,Odisha,OD,East,Hacking,2893,714,24.7,6498.32,46356334
2022,Odisha,OD,East,Online Child Exploitation,343,110,32.3,676.05,46356334
2022,Odisha,OD,East,Cryptocurrency Fraud,337,86,25.7,12255.2,46356334
2023,Odisha,OD,East,Online Financial Fraud,643,170,26.5,27937.05,46356334
2023,Odisha,OD,East,Social Media Crimes,1786,669,37.5,5513.38,46356334
2023,Odisha,OD,East,Phishing/Vishing,74,13,18.5,214.15,46356334
2023,Odisha,OD,East,Ransomware Attacks,909,387,42.6,28334.89,46356334
2023,Odisha,OD,East,Identity Theft,770,238,31.0,4747.62,46356334
2023,Odisha,OD,East,Cyber Stalking/Bullying,1286,334,26.0,10503.43,46356334
2023,Odisha,OD,East,Data Breach,743,228,30.7,1195.57,46356334
2023,Odisha,OD,East,Hacking,785,148,18.9,4396.13,46356334
2023,Odisha,OD,East,Online Child Exploitation,384,165,43.1,1316.87,46356334
2023,Odisha,OD,East,Cryptocurrency Fraud,541,222,41.1,21306.91,46356334
2024,Odisha,OD,East,Online Financial Fraud,1503,513,34.2,30375.55,46356334
2024,Odisha,OD,East,Social Media Crimes,724,305,42.2,4401.93,46356334
2024,Odisha,OD,East,Phishing/Vishing,382,67,17.6,1823.34,46356334
2024,Odisha,OD,East,Ransomware Attacks,1816,684,37.7,73976.68,46356334
2024,Odisha,OD,East,Identity Theft,588,175,29.8,5292.06,46356334
2024,Odisha,OD,East,Cyber Stalking/Bullying,220,50,23.0,968.15,46356334
2024,Odisha,OD,East,Data Breach,897,376,42.0,8085.95,46356334
2024,Odisha,OD,East,Hacking,1130,401,35.6,9786.16,46356334
2024,Odisha,OD,East,Online Child Exploitation,224,39,17.7,1952.71,46356334
2024,Odisha,OD,East,Cryptocurrency Fraud,474,116,24.6,6173.81,46356334
2025,Odisha,OD,East,Online Financial Fraud,203,82,40.8,6804.61,46356334
2025,Odisha,OD,East,Social Media Crimes,602,136,22.6,3476.74,46356334
2025,Odisha,OD,East,Phishing/Vishing,1421,438,30.8,9558.56,46356334
2025,Odisha,OD,East,Ransomware Attacks,156,34,22.0,6848.11,46356334
2025,Odisha,OD,East,Identity Theft,1283,311,24.3,9101.92,46356334
2025,Odisha,OD,East,Cyber Stalking/Bullying,1136,175,15.5,4589.72,46356334
2025,Odisha,OD,East,Data Breach,523,133,25.6,2961.8,46356334
2025,Odisha,OD,East,Hacking,1284,220,17.2,10280.02,46356334
2025,Odisha,OD,East,Online Child Exploitation,549,118,21.5,3805.59,46356334
2025,Odisha,OD,East,Cryptocurrency Fraud,1540,602,39.1,46638.07,46356334
2018,Punjab,PB,North,Online Financial Fraud,419,99,23.7,16656.1,30141373
2018,Punjab,PB,North,Social Media Crimes,126,21,17.3,1053.61,30141373
2018,Punjab,PB,North,Phishing/Vishing,108,30,27.8,665.56,30141373
2018,Punjab,PB,North,Ransomware Attacks,491,86,17.7,9908.95,30141373
2018,Punjab,PB,North,Identity Theft,687,121,17.7,6619.02,30141373
2018,Punjab,PB,North,Cyber Stalking/Bullying,293,114,39.2,1425.89,30141373
2018,Punjab,PB,North,Data Breach,335,72,21.7,3138.22,30141373
2018,Punjab,PB,North,Hacking,81,20,25.3,164.38,30141373
2018,Punjab,PB,North,Online Child Exploitation,95,30,31.9,899.26,30141373
2018,Punjab,PB,North,Cryptocurrency Fraud,171,25,15.1,2687.37,30141373
2019,Punjab,PB,North,Online Financial Fraud,647,250,38.8,29606.11,30141373
2019,Punjab,PB,North,Social Media Crimes,361,159,44.3,977.14,30141373
2019,Punjab,PB,North,Phishing/Vishing,200,82,41.4,723.68,30141373
2019,Punjab,PB,North,Ransomware Attacks,363,66,18.4,16026.86,30141373
2019,Punjab,PB,North,Identity Theft,436,148,34.1,900.32,30141373
2019,Punjab,PB,North,Cyber Stalking/Bullying,51,14,27.9,164.68,30141373
2019,Punjab,PB,North,Data Breach,374,138,37.1,1797.99,30141373
2019,Punjab,PB,North,Hacking,690,308,44.7,703.85,30141373
2019,Punjab,PB,North,Online Child Exploitation,158,40,25.7,802.33,30141373
2019,Punjab,PB,North,Cryptocurrency Fraud,204,61,30.1,3920.29,30141373
2020,Punjab,PB,North,Online Financial Fraud,581,142,24.5,23141.1,30141373
2020,Punjab,PB,North,Social Media Crimes,559,92,16.6,347.59,30141373
2020,Punjab,PB,North,Phishing/Vishing,208,80,38.9,1046.84,30141373
2020,Punjab,PB,North,Ransomware Attacks,86,16,18.9,1341.64,30141373
2020,Punjab,PB,North,Identity Theft,253,108,43.0,2192.32,30141373
2020,Punjab,PB,North,Cyber Stalking/Bullying,339,123,36.3,1722.51,30141373
2020,Punjab,PB,North,Data Breach,356,108,30.6,3476.28,30141373
2020,Punjab,PB,North,Hacking,330,145,44.0,839.87,30141373
2020,Punjab,PB,North,Online Child Exploitation,682,268,39.3,1618.94,30141373
2020,Punjab,PB,North,Cryptocurrency Fraud,757,162,21.4,26816.11,30141373
2021,Punjab,PB,North,Online Financial Fraud,870,177,20.4,26981.52,30141373
2021,Punjab,PB,North,Social Media Crimes,490,214,43.7,2586.8,30141373
2021,Punjab,PB,North,Phishing/Vishing,1183,206,17.5,7559.38,30141373
2021,Punjab,PB,North,Ransomware Attacks,136,34,25.2,5918.26,30141373
2021,Punjab,PB,North,Identity Theft,40,11,28.0,93.28,30141373
2021,Punjab,PB,North,Cyber Stalking/Bullying,521,108,20.7,4065.5,30141373
2021,Punjab,PB,North,Data Breach,540,124,23.0,4205.91,30141373
2021,Punjab,PB,North,Hacking,123,26,21.2,437.39,30141373
2021,Punjab,PB,North,Online Child Exploitation,848,245,29.0,8022.39,30141373
2021,Punjab,PB,North,Cryptocurrency Fraud,64,27,43.0,915.79,30141373
2022,Punjab,PB,North,Online Financial Fraud,675,178,26.4,31041.59,30141373
2022,Punjab,PB,North,Social Media Crimes,927,310,33.5,4091.31,30141373
2022,Punjab,PB,North,Phishing/Vishing,467,200,43.0,448.51,30141373
2022,Punjab,PB,North,Ransomware Attacks,130,27,21.3,3960.45,30141373
2022,Punjab,PB,North,Identity Theft,378,126,33.5,331.05,30141373
2022,Punjab,PB,North,Cyber Stalking/Bullying,154,41,27.1,1026.71,30141373
2022,Punjab,PB,North,Data Breach,936,336,35.9,6142.34,30141373
2022,Punjab,PB,North,Hacking,728,179,24.6,1010.79,30141373
2022,Punjab,PB,North,Online Child Exploitation,698,194,27.8,1202.77,30141373
2022,Punjab,PB,North,Cryptocurrency Fraud,295,128,43.4,7782.89,30141373
2023,Punjab,PB,North,Online Financial Fraud,276,97,35.3,10106.66,30141373
2023,Punjab,PB,North,Social Media Crimes,76,33,43.7,421.63,30141373
2023,Punjab,PB,North,Phishing/Vishing,635,171,27.0,6070.72,30141373
2023,Punjab,PB,North,Ransomware Attacks,496,169,34.3,9134.72,30141373
2023,Punjab,PB,North,Identity Theft,710,133,18.8,6038.03,30141373
2023,Punjab,PB,North,Cyber Stalking/Bullying,476,123,25.9,3224.64,30141373
2023,Punjab,PB,North,Data Breach,426,124,29.1,1018.07,30141373
2023,Punjab,PB,North,Hacking,564,186,33.1,607.14,30141373
2023,Punjab,PB,North,Online Child Exploitation,1860,509,27.4,10588.69,30141373
2023,Punjab,PB,North,Cryptocurrency Fraud,433,121,28.1,16752.88,30141373
2024,Punjab,PB,North,Online Financial Fraud,1319,526,39.9,52106.54,30141373
2024,Punjab,PB,North,Social Media Crimes,1050,267,25.5,4283.69,30141373
2024,Punjab,PB,North,Phishing/Vishing,653,202,31.0,328.0,30141373
2024,Punjab,PB,North,Ransomware Attacks,365,81,22.2,5245.21,30141373
2024,Punjab,PB,North,Identity Theft,101,22,22.5,823.77,30141373
2024,Punjab,PB,North,Cyber Stalking/Bullying,315,73,23.4,730.63,30141373
2024,Punjab,PB,North,Data Breach,316,95,30.1,2756.67,30141373
2024,Punjab,PB,North,Hacking,1958,435,22.2,2439.85,30141373
2024,Punjab,PB,North,Online Child Exploitation,1137,292,25.7,8644.26,30141373
2024,Punjab,PB,North,Cryptocurrency Fraud,441,139,31.5,18414.26,30141373
2025,Punjab,PB,North,Online Financial Fraud,727,312,43.0,16166.77,30141373
2025,Punjab,PB,North,Social Media Crimes,588,216,36.9,407.63,30141373
2025,Punjab,PB,North,Phishing/Vishing,257,54,21.2,1317.71,30141373
2025,Punjab,PB,North,Ransomware Attacks,501,207,41.3,14391.97,30141373
2025,Punjab,PB,North,Identity Theft,1980,849,42.9,10090.22,30141373
2025,Punjab,PB,North,Cyber Stalking/Bullying,1959,582,29.7,3208.05,30141373
2025,Punjab,PB,North,Data Breach,496,193,39.1,1411.7,30141373
2025,Punjab,PB,North,Hacking,122,51,42.0,1116.65,30141373
2025,Punjab,PB,North,Online Child Exploitation,444,192,43.3,2416.33,30141373
2025,Punjab,PB,North,Cryptocurrency Fraud,1619,571,35.3,64813.77,30141373
2018,Rajasthan,RJ,West,Online Financial Fraud,709,245,34.6,23280.96,79502477
2018,Rajasthan,RJ,West,Social Media Crimes,455,110,24.3,598.35,79502477
2018,Rajasthan,RJ,West,Phishing/Vishing,296,52,17.7,2744.11,79502477
2018,Rajasthan,RJ,West,Ransomware Attacks,86,30,35.7,921.89,79502477
2018,Rajasthan,RJ,West,Identity Theft,196,50,25.7,1201.2,79502477
2018,Rajasthan,RJ,West,Cyber Stalking/Bullying,719,288,40.1,657.73,79502477
2018,Rajasthan,RJ,West,Data Breach,2054,453,22.1,18388.67,79502477
2018,Rajasthan,RJ,West,Hacking,948,144,15.3,2287.8,79502477
2018,Rajasthan,RJ,West,Online Child Exploitation,411,179,43.8,2600.53,79502477
2018,Rajasthan,RJ,West,Cryptocurrency Fraud,17,3,22.9,136.25,79502477
2019,Rajasthan,RJ,West,Online Financial Fraud,839,363,43.4,14867.11,79502477
2019,Rajasthan,RJ,West,Social Media Crimes,452,130,28.8,3108.58,79502477
2019,Rajasthan,RJ,West,Phishing/Vishing,514,102,19.9,2632.3,79502477
2019,Rajasthan,RJ,West,Ransomware Attacks,1013,376,37.2,44580.59,79502477
2019,Rajasthan,RJ,West,Identity Theft,676,228,33.8,4634.66,79502477
2019,Rajasthan,RJ,West,Cyber Stalking/Bullying,419,78,18.8,3974.16,79502477
2019,Rajasthan,RJ,West,Data Breach,632,119,19.0,4967.14,79502477
2019,Rajasthan,RJ,West,Hacking,228,52,22.9,2136.16,79502477
2019,Rajasthan,RJ,West,Online Child Exploitation,300,109,36.6,2298.37,79502477
2019,Rajasthan,RJ,West,Cryptocurrency Fraud,573,123,21.6,14288.79,79502477
2020,Rajasthan,RJ,West,Online Financial Fraud,474,139,29.5,21286.12,79502477
2020,Rajasthan,RJ,West,Social Media Crimes,743,195,26.4,5663.44,79502477
2020,Rajasthan,RJ,West,Phishing/Vishing,1087,194,17.9,5459.5,79502477
2020,Rajasthan,RJ,West,Ransomware Attacks,391,174,44.8,15510.85,79502477
2020,Rajasthan,RJ,West,Identity Theft,1069,227,21.3,5626.89,79502477
2020,Rajasthan,RJ,West,Cyber Stalking/Bullying,103,22,22.0,452.26,79502477
2020,Rajasthan,RJ,West,Data Breach,1619,621,38.4,12671.32,79502477
2020,Rajasthan,RJ,West,Hacking,1197,261,21.8,11085.56,79502477
2020,Rajasthan,RJ,West,Online Child Exploitation,563,184,32.8,2313.53,79502477
2020,Rajasthan,RJ,West,Cryptocurrency Fraud,1344,403,30.1,43314.71,79502477
2021,Rajasthan,RJ,West,Online Financial Fraud,2301,735,32.0,85508.85,79502477
2021,Rajasthan,RJ,West,Social Media Crimes,364,156,43.1,3336.58,79502477
2021,Rajasthan,RJ,West,Phishing/Vishing,1070,464,43.4,3022.53,79502477
2021,Rajasthan,RJ,West,Ransomware Attacks,866,164,18.9,16109.72,79502477
2021,Rajasthan,RJ,West,Identity Theft,1411,590,41.9,13735.39,79502477
2021,Rajasthan,RJ,West,Cyber Stalking/Bullying,601,245,40.8,928.65,79502477
2021,Rajasthan,RJ,West,Data Breach,517,224,43.4,2337.82,79502477
2021,Rajasthan,RJ,West,Hacking,824,125,15.3,3875.06,79502477
2021,Rajasthan,RJ,West,Online Child Exploitation,2494,408,16.4,14133.1,79502477
2021,Rajasthan,RJ,West,Cryptocurrency Fraud,327,82,25.2,8601.6,79502477
2022,Rajasthan,RJ,West,Online Financial Fraud,1028,212,20.7,36132.05,79502477
2022,Rajasthan,RJ,West,Social Media Crimes,514,77,15.0,4192.17,79502477
2022,Rajasthan,RJ,West,Phishing/Vishing,3324,577,17.4,7708.86,79502477
2022,Rajasthan,RJ,West,Ransomware Attacks,1073,285,26.6,28776.4,79502477
2022,Rajasthan,RJ,West,Identity Theft,394,101,25.6,1397.43,79502477
2022,Rajasthan,RJ,West,Cyber Stalking/Bullying,1829,803,43.9,12062.27,79502477
2022,Rajasthan,RJ,West,Data Breach,1347,211,15.7,6178.25,79502477
2022,Rajasthan,RJ,West,Hacking,1397,576,41.3,4699.28,79502477
2022,Rajasthan,RJ,West,Online Child Exploitation,814,145,17.8,6271.59,79502477
2022,Rajasthan,RJ,West,Cryptocurrency Fraud,703,233,33.2,21556.84,79502477
2023,Rajasthan,RJ,West,Online Financial Fraud,3802,616,16.2,175339.64,79502477
2023,Rajasthan,RJ,West,Social Media Crimes,393,157,40.0,1307.48,79502477
2023,Rajasthan,RJ,West,Phishing/Vishing,1843,712,38.7,1468.0,79502477
2023,Rajasthan,RJ,West,Ransomware Attacks,1377,605,44.0,39515.46,79502477
2023,Rajasthan,RJ,West,Identity Theft,1207,290,24.1,4761.06,79502477
2023,Rajasthan,RJ,West,Cyber Stalking/Bullying,394,66,17.0,3900.14,79502477
2023,Rajasthan,RJ,West,Data Breach,1235,199,16.2,8301.2,79502477
2023,Rajasthan,RJ,West,Hacking,89,25,28.3,846.81,79502477
2023,Rajasthan,RJ,West,Online Child Exploitation,1067,238,22.4,5927.0,79502477
2023,Rajasthan,RJ,West,Cryptocurrency Fraud,236,69,29.5,8644.44,79502477
2024,Rajasthan,RJ,West,Online Financial Fraud,718,165,23.0,18289.46,79502477
2024,Rajasthan,RJ,West,Social Media Crimes,1807,526,29.1,13034.08,79502477
2024,Rajasthan,RJ,West,Phishing/Vishing,530,229,43.2,1923.13,79502477
2024,Rajasthan,RJ,West,Ransomware Attacks,1531,249,16.3,41847.25,79502477
2024,Rajasthan,RJ,West,Identity Theft,823,257,31.3,1728.45,79502477
2024,Rajasthan,RJ,West,Cyber Stalking/Bullying,348,131,37.8,3430.18,79502477
2024,Rajasthan,RJ,West,Data Breach,613,265,43.4,1454.35,79502477
2024,Rajasthan,RJ,West,Hacking,1537,634,41.3,11055.16,79502477
2024,Rajasthan,RJ,West,Online Child Exploitation,4030,1153,28.6,22712.29,79502477
2024,Rajasthan,RJ,West,Cryptocurrency Fraud,1011,409,40.5,26898.74,79502477
2025,Rajasthan,RJ,West,Online Financial Fraud,4154,741,17.8,203189.54,79502477
2025,Rajasthan,RJ,West,Social Media Crimes,363,85,23.6,1643.0,79502477
2025,Rajasthan,RJ,West,Phishing/Vishing,1566,540,34.5,1150.42,79502477
2025,Rajasthan,RJ,West,Ransomware Attacks,624,245,39.3,18187.12,79502477
2025,Rajasthan,RJ,West,Identity Theft,1491,348,23.3,1618.15,79502477
2025,Rajasthan,RJ,West,Cyber Stalking/Bullying,1278,254,19.9,11505.61,79502477
2025,Rajasthan,RJ,West,Data Breach,600,213,35.6,1724.44,79502477
2025,Rajasthan,RJ,West,Hacking,1097,186,17.0,7745.75,79502477
2025,Rajasthan,RJ,West,Online Child Exploitation,587,188,32.2,2549.3,79502477
2025,Rajasthan,RJ,West,Cryptocurrency Fraud,3927,1017,25.9,57949.33,79502477
2018,Sikkim,SK,Northeast,Online Financial Fraud,7,1,23.6,179.93,658019
2018,Sikkim,SK,Northeast,Social Media Crimes,1,0,20.8,2.5,658019
2018,Sikkim,SK,Northeast,Phishing/Vishing,16,2,15.7,144.31,658019
2018,Sikkim,SK,Northeast,Ransomware Attacks,4,0,21.3,60.96,658019
2018,Sikkim,SK,Northeast,Identity Theft,12,2,23.4,20.52,658019
2018,Sikkim,SK,Northeast,Cyber Stalking/Bullying,2,0,34.2,2.43,658019
2018,Sikkim,SK,Northeast,Data Breach,8,1,19.0,53.0,658019
2018,Sikkim,SK,Northeast,Hacking,2,0,25.2,14.45,658019
2018,Sikkim,SK,Northeast,Cryptocurrency Fraud,10,3,31.7,165.21,658019
2019,Sikkim,SK,Northeast,Online Financial Fraud,2,0,41.1,56.15,658019
2019,Sikkim,SK,Northeast,Phishing/Vishing,18,4,26.9,94.02,658019
2019,Sikkim,SK,Northeast,Ransomware Attacks,1,0,35.0,5.57,658019
2019,Sikkim,SK,Northeast,Identity Theft,21,8,41.1,99.62,658019
2019,Sikkim,SK,Northeast,Cyber Stalking/Bullying,5,1,25.3,9.07,658019
2019,Sikkim,SK,Northeast,Data Breach,1,0,28.2,5.22,658019
2019,Sikkim,SK,Northeast,Hacking,1,0,27.1,6.95,658019
2019,Sikkim,SK,Northeast,Online Child Exploitation,1,0,27.6,9.63,658019
2019,Sikkim,SK,Northeast,Cryptocurrency Fraud,15,4,33.0,620.05,658019
2020,Sikkim,SK,Northeast,Online Financial Fraud,1,0,22.2,40.41,658019
2020,Sikkim,SK,Northeast,Social Media Crimes,3,0,16.7,12.03,658019
2020,Sikkim,SK,Northeast,Phishing/Vishing,6,1,30.2,34.94,658019
2020,Sikkim,SK,Northeast,Ransomware Attacks,13,4,36.9,272.58,658019
2020,Sikkim,SK,Northeast,Identity Theft,10,3,33.4,60.61,658019
2020,Sikkim,SK,Northeast,Cyber Stalking/Bullying,3,0,31.4,19.75,658019
2020,Sikkim,SK,Northeast,Data Breach,18,4,22.8,23.47,658019
2020,Sikkim,SK,Northeast,Hacking,1,0,18.6,2.63,658019
2020,Sikkim,SK,Northeast,Online Child Exploitation,11,3,30.0,93.33,658019
2020,Sikkim,SK,Northeast,Cryptocurrency Fraud,4,1,36.0,162.03,658019
2021,Sikkim,SK,Northeast,Online Financial Fraud,1,0,30.9,41.48,658019
2021,Sikkim,SK,Northeast,Social Media Crimes,2,0,37.1,13.61,658019
2021,Sikkim,SK,Northeast,Phishing/Vishing,10,1,18.4,73.46,658019
2021,Sikkim,SK,Northeast,Ransomware Attacks,9,2,30.0,407.11,658019
2021,Sikkim,SK,Northeast,Identity Theft,4,1,42.6,4.1,658019
2021,Sikkim,SK,Northeast,Cyber Stalking/Bullying,16,6,39.6,13.73,658019
2021,Sikkim,SK,Northeast,Data Breach,8,2,26.0,45.21,658019
2021,Sikkim,SK,Northeast,Hacking,13,2,19.4,98.67,658019
2021,Sikkim,SK,Northeast,Online Child Exploitation,4,0,15.3,8.41,658019
2021,Sikkim,SK,Northeast,Cryptocurrency Fraud,33,10,32.4,1225.87,658019
2022,Sikkim,SK,Northeast,Online Financial Fraud,18,7,42.1,349.35,658019
2022,Sikkim,SK,Northeast,Social Media Crimes,20,7,35.1,45.7,658019
2022,Sikkim,SK,Northeast,Phishing/Vishing,9,3,33.7,33.27,658019
2022,Sikkim,SK,Northeast,Ransomware Attacks,3,0,21.3,57.28,658019
2022,Sikkim,SK,Northeast,Identity Theft,10,2,20.4,90.68,658019
2022,Sikkim,SK,Northeast,Cyber Stalking/Bullying,27,7,26.9,76.41,658019
2022,Sikkim,SK,Northeast,Data Breach,13,3,28.5,46.09,658019
2022,Sikkim,SK,Northeast,Hacking,15,5,37.3,145.9,658019
2022,Sikkim,SK,Northeast,Online Child Exploitation,17,4,28.1,147.56,658019
2022,Sikkim,SK,Northeast,Cryptocurrency Fraud,2,0,32.0,24.15,658019
2023,Sikkim,SK,Northeast,Online Financial Fraud,46,11,24.6,1455.04,658019
2023,Sikkim,SK,Northeast,Social Media Crimes,14,2,17.2,26.61,658019
2023,Sikkim,SK,Northeast,Phishing/Vishing,14,2,17.2,115.04,658019
2023,Sikkim,SK,Northeast,Ransomware Attacks,16,6,37.6,622.39,658019
2023,Sikkim,SK,Northeast,Identity Theft,9,3,36.5,61.73,658019
2023,Sikkim,SK,Northeast,Cyber Stalking/Bullying,13,3,29.3,85.82,658019
2023,Sikkim,SK,Northeast,Data Breach,1,0,16.2,6.4,658019
2023,Sikkim,SK,Northeast,Hacking,7,2,38.3,36.77,658019
2023,Sikkim,SK,Northeast,Online Child Exploitation,17,4,25.7,53.3,658019
2023,Sikkim,SK,Northeast,Cryptocurrency Fraud,5,1,34.3,180.88,658019
2024,Sikkim,SK,Northeast,Online Financial Fraud,17,6,35.3,402.04,658019
2024,Sikkim,SK,Northeast,Social Media Crimes,4,1,35.7,15.07,658019
2024,Sikkim,SK,Northeast,Phishing/Vishing,23,5,23.3,229.28,658019
2024,Sikkim,SK,Northeast,Ransomware Attacks,38,14,37.5,1292.47,658019
2024,Sikkim,SK,Northeast,Identity Theft,31,7,25.7,29.98,658019
2024,Sikkim,SK,Northeast,Cyber Stalking/Bullying,11,1,15.9,63.41,658019
2024,Sikkim,SK,Northeast,Data Breach,13,4,37.9,72.87,658019
2024,Sikkim,SK,Northeast,Hacking,13,5,40.2,10.63,658019
2024,Sikkim,SK,Northeast,Online Child Exploitation,5,1,26.0,13.76,658019
2024,Sikkim,SK,Northeast,Cryptocurrency Fraud,11,3,28.4,90.83,658019
2025,Sikkim,SK,Northeast,Online Financial Fraud,27,10,37.1,501.0,658019
2025,Sikkim,SK,Northeast,Social Media Crimes,21,6,28.9,130.09,658019
2025,Sikkim,SK,Northeast,Phishing/Vishing,19,3,20.1,143.37,658019
2025,Sikkim,SK,Northeast,Ransomware Attacks,10,2,24.1,348.07,658019
2025,Sikkim,SK,Northeast,Identity Theft,7,1,19.7,49.26,658019
2025,Sikkim,SK,Northeast,Cyber Stalking/Bullying,24,4,18.8,108.98,658019
2025,Sikkim,SK,Northeast,Data Breach,26,5,22.4,197.85,658019
2025,Sikkim,SK,Northeast,Hacking,12,2,22.9,106.52,658019
2025,Sikkim,SK,Northeast,Online Child Exploitation,13,5,41.8,30.76,658019
2025,Sikkim,SK,Northeast,Cryptocurrency Fraud,26,8,33.4,232.63,658019
